Data from Subt6__1__15-57-27-603.txt Node

Date: Thu Feb 19 15:57:27 CET 2026
User: Versuch 234
Spectrometer: USB4F05580
Trigger mode: 4
Integration Time (sec): 4,000000E0
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
197,409	-1778,67
197,623	-1778,67
197,837	-1778,67
198,051	-1855,28
198,265	-1833,05
198,479	1120,03
198,693	76,82
198,907	-279,5
199,122	-352,2
199,336	189,98
199,55	450,96
199,763	-663,85
199,977	835,42
200,191	567,43
200,405	7,62
200,619	-1081,06
200,833	-871,66
201,047	447,06
201,261	1645,79
201,475	743,29
201,689	1174,11
201,903	2766,72
202,117	4382,76
202,331	1256,23
202,545	1342,55
202,758	2588,46
202,972	3134,45
203,186	3065,55
203,4	1848,49
203,614	2238,25
203,828	1902,97
204,041	1077,37
204,255	1768,27
204,469	1931,01
204,683	1910,98
204,897	1042,42
205,11	1145,17
205,324	2218,92
205,538	3758,86
205,752	1490,07
205,965	651,15
206,179	1777,38
206,393	3175,21
206,606	1875,53
206,82	1347,86
207,034	3137,36
207,248	2498,03
207,461	1254,73
207,675	1000,26
207,889	2169,85
208,102	2304,15
208,316	1824,95
208,529	993,35
208,743	2416,61
208,957	2407,9
209,17	1645,29
209,384	1377,61
209,597	1811,13
209,811	2367,24
210,025	2306,05
210,238	1223,48
210,452	2822,2
210,665	2064,1
210,879	1486,86
211,092	716,45
211,306	2679,09
211,519	2129,4
211,733	874,88
211,946	1252,12
212,16	2014,53
212,373	2317,87
212,587	2116,58
212,8	1270,85
213,014	1840,68
213,227	2310,46
213,44	1330,14
213,654	1156,48
213,867	2167,75
214,081	2241,96
214,294	914,23
214,507	1071,86
214,721	1800,62
214,934	2130
215,148	1631,57
215,361	1322,23
215,574	1817,44
215,788	2645,64
216,001	1246,52
216,214	1100
216,428	1903,07
216,641	2010,52
216,854	1173,51
217,067	1088,49
217,281	2249,07
217,494	2730,57
217,707	1182,22
217,92	1678,64
218,134	2498,83
218,347	1792,51
218,56	1761,16
218,773	1035,31
218,986	2184,88
219,2	2014,53
219,413	907,12
