Data from Subt6__0__15-47-59-652.txt Node

Date: Thu Feb 19 15:47:59 CET 2026
User: Versuch 234
Spectrometer: USB4F05580
Trigger mode: 4
Integration Time (sec): 4,000000E0
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
197,409	-1774,17
197,623	-1774,17
197,837	-1774,17
198,051	-1843,67
198,265	-1834,96
198,479	1087,38
198,693	104,05
198,907	-261,48
199,122	-411,4
199,336	198,09
199,55	431,53
199,763	-648,84
199,977	805,77
200,191	583,45
200,405	27,04
200,619	-1065,74
200,833	-849,83
201,047	417,41
201,261	1230,08
201,475	169,15
201,689	608,78
201,903	2152,22
202,117	3786,59
202,331	721,55
202,545	810,68
202,758	2040,66
202,972	2613,69
203,186	2512,94
203,4	1327,62
203,614	1728,21
203,828	1422,66
204,041	550,3
204,255	1240,3
204,469	1392,62
204,683	1339,94
204,897	472,28
205,11	632,22
205,324	1743,13
205,538	3227,18
205,752	960,29
205,965	165,24
206,179	1281,46
206,393	2659,86
206,606	1346,65
206,82	858,95
207,034	2608,08
207,248	1979,17
207,461	722,85
207,675	495,92
207,889	1661,61
208,102	1763,06
208,316	1266,74
208,529	453,66
208,743	1895,25
208,957	1892,74
209,17	1153,57
209,384	868,86
209,597	1336,14
209,811	1853,59
210,025	1800,81
210,238	785,94
210,452	2325,97
210,665	1601,72
210,879	997,25
211,092	241,55
211,306	2182,96
211,519	1613,94
211,733	376,25
211,946	667,57
212,16	1484,45
212,373	1774,87
212,587	1551,45
212,8	712,03
213,014	1253,32
213,227	1726,1
213,44	741,17
213,654	575,53
213,867	1629,76
214,081	1756,65
214,294	404,69
214,507	541,69
214,721	1278,75
214,934	1536,33
215,148	1035,6
215,361	746,58
215,574	1250,21
215,788	2147,51
216,001	726,05
216,214	583,95
216,428	1389,51
216,641	1475,24
216,854	623
217,067	550,5
217,281	1709,08
217,494	2140,5
217,707	616,99
217,92	1092,08
218,134	1871,41
218,347	1165,19
218,56	1181,11
218,773	426,92
218,986	1579,99
219,2	1431,58
219,413	382,05
219,626	898,8
219,839	1724,6
220,052	2183,67
220,265	386,06
220,479	1130,94
220,692	2217,51
220,905	1087,48
221,118	1865,4
221,331	971,01
221,544	3000,85
221,757	1649,99
221,97	1225,98
222,183	1152,27
