#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BB6C6F
#Date Time: 2026-05-19 14:39:31.825.854.590
#Sample rate: 2.5e+07Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 20 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-0.0005049688888888889,0.007896841104029554
-0.0005049288888888889,0.007483530108009144
-0.0005048888888888888,0.006656908115966971
-0.0005048488888888888,0.005912948323131586
-0.0005048088888888889,0.005830286123927504
-0.0005047688888888889,0.006160934920743832
-0.0005047288888888889,0.00607827272153975
-0.0005046888888888889,0.005912948323131887
-0.0005046488888888888,0.004094379940638776
-0.0005046088888888888,0.002441135956560143
-0.0005045688888888889,0.003019771350988716
-0.0005045288888888889,0.001531851765315241
-0.0005044888888888889,-0.0008653520115987758
-0.0005044488888888888,-0.001774636202845031
-0.0005044088888888888,-0.0001213922187663988
-0.0005043688888888889,0.0001265943788458472
-0.0005043288888888889,0.0004572431756621751
-0.0005042888888888889,-0.0007000276131928676
-0.0005042488888888888,-0.002187947198867546
-0.0005042088888888888,-0.001691974003643956
-0.0005041688888888889,-0.001939960601256202
-0.0005041288888888889,-0.001774636202848039
-0.0005040888888888889,-0.0006173654139908906
-0.0005040488888888888,-3.873001956351969e-05
-0.0005040088888888888,-0.0007000276131949726
-0.0005039688888888889,-0.003179893589317432
-0.0005039288888888889,-0.004502488776582744
-0.0005038888888888889,-0.005907746163052138
-0.0005038488888888889,-0.007891638943946497
-0.0005038088888888888,-0.008470274338378679
-0.0005037688888888889,-0.009875531724848072
-0.0005037288888888889,-0.0102061805216644
-0.0005036888888888889,-0.008718260935990926
-0.0005036488888888889,-0.008718260935990926
-0.0005036088888888888,-0.006569043756685245
-0.0005035688888888888,-0.00681703035429704
-0.0005035288888888889,-0.005907746163052138
-0.0005034888888888889,-0.004915799772603154
-0.0005034488888888889,-0.004585150975787427
-0.0005034088888888888,-0.002766582593297774
-0.0005033688888888888,-0.003179893589317432
-0.0005033288888888889,-0.00227060939807253
-0.0005032888888888889,-0.001278663007623547
-0.0005032488888888889,0.00161451396451406
-0.0005032088888888888,0.003019771350989619
-0.0005031688888888888,0.003515744546213209
-0.0005031288888888889,0.007070219111988734
-0.0005030888888888889,0.009467422888907111
-0.0005030488888888889,0.01293923525547856
-0.0005030088888888889,0.01426183044274146
-0.0005029688888888888,0.01475780363796836
-0.0005029288888888889,0.01566708782921326
-0.0005028888888888889,0.01351787064990713
-0.0005028488888888889,0.009550085088111194
-0.0005028088888888889,0.007731516705624698
-0.0005027688888888888,0.006491583717558656
-0.0005027288888888888,0.00566496172551934
-0.0005026888888888889,0.004342366538254028
-0.0005026488888888889,0.005334312928703012
-0.0005026088888888889,0.005664961725518739
-0.0005025688888888888,0.007318205709603386
-0.0005025288888888888,0.008640800896866292
-0.0005024888888888889,0.01112066687298875
-0.0005024488888888889,0.01277391085707039
-0.0005024088888888889,0.0122779376618468
-0.0005023688888888888,0.0102113826817452
-0.0005023288888888888,0.01095534247458059
-0.0005022888888888889,0.009467422888907111
-0.0005022488888888889,0.00938476068970303
-0.0005022088888888889,0.009550085088111194
-0.0005021688888888889,0.009550085088111194
-0.0005021288888888888,0.01194728886502957
-0.0005020888888888889,0.01310455965388672
-0.0005020488888888889,0.01219527546264182
-0.0005020088888888889,0.00979807168572344
-0.0005019688888888889,0.007979503303236943
-0.0005019288888888888,0.006656908115963964
-0.0005018888888888888,0.004259704339049947
-0.0005018488888888889,0.002937109151784635
-0.0005018088888888889,0.0007878919724785031
-0.0005017688888888889,0.0006225675740706399
-0.0005017288888888888,0.0008705541716828857
-0.0005016888888888888,0.001035878570090749
-0.0005016488888888889,0.002441135956560143
-0.0005016088888888889,0.003763731143825454
