#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BB6C6F
#Date Time: 2026-05-19 14:37:47.320.559.160
#Sample rate: 1.5873e+06Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 20 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-0.005160625615384615,-0.01061949151768481
-0.005159995615384615,-0.004171839979766416
-0.005159365615384616,-0.005411772967826518
-0.005158735615384615,-0.0202083066253508
-0.005158105615384615,-0.01194208670495012
-0.005157475615384616,0.006656908115968324
-0.005156845615384615,-0.002766582593293188
-0.005156215615384615,0.001449189566111159
-0.005155585615384616,0.002937109151784635
-0.005154955615384615,-0.00541177296783351
-0.005154325615384615,-0.01185942450574604
-0.005153695615384615,0.001697176163723405
-0.005153065615384616,0.0005399053748673097
-0.005152435615384615,-0.003014569190909268
-0.005151805615384615,0.005995610522335668
-0.005151175615384616,0.01079001807616806
-0.005150545615384615,0.02112279297668267
-0.005149915615384615,0.00649158371756016
-0.005149285615384616,-0.005081124171000794
-0.005148655615384615,-0.01830707604366444
-0.005148025615384615,-0.00309723139011335
-0.005147395615384616,-0.001278663007623547
-0.005146765615384615,0.003846393343021041
-0.005146135615384615,-0.005494435167031728
-0.005145505615384616,-0.00351054238613376
-0.005144875615384615,0.007235543510392538
-0.005144245615384615,0.002441135956560143
-0.005143615615384615,0.01525377683319285
-0.005142985615384615,0.009632747287304148
-0.005142355615384615,-0.002601258194888858
-0.005141725615384615,-0.004006515581358252
-0.005141095615384616,-0.003510542386134211
-0.005140465615384615,0.001614513964519323
-0.005139835615384615,0.002523798155764225
-0.005139205615384616,0.002275811558152204
-0.005138575615384615,0.001697176163723405
-0.005137945615384615,0.01674169641886633
-0.005137315615384616,-0.00582508396382753
-0.005136685615384615,0.007070219111988734
-0.005136055615384615,0.007070219111988734
-0.005135425615384616,-0.0008653520116031366
-0.005134795615384615,-0.01045416711927326
-0.005134165615384615,-0.006734368155092958
-0.005133535615384615,0.01070735587696834
-0.005132905615384615,0.01806429160612728
-0.005132275615384615,0.01326988405229488
-0.005131645615384615,-0.001691974003643956
-0.005131015615384616,0.002854446952576418
-0.005130385615384615,0.00442502873745811
-0.005129755615384615,0.00442502873745811
-0.005129125615384616,0.0002092565780537634
-0.005128495615384615,0.005995610522335668
-0.005127865615384615,-0.007974301143154188
-0.005127235615384616,-0.005494435167033983
