x0000,y0000
0.,779.
120.,651.
240.,643.
360.,630.
480.,610.
600.,627.
720.,535.
840.,492.
960.,507.
1080.,500.
1200.,497.
1320.,480.
1440.,444.
1560.,454.
1680.,448.
1800.,435.
1920.,423.
2040.,413.
2160.,375.
2280.,358.
2400.,394.
2520.,395.
2640.,365.
2760.,350.
2880.,346.
