Model,TBS1052C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,8e-05
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH1
1.144e-02,0.03
1.152e-02,0.024
1.160e-02,0.018
1.168e-02,0.024
1.176e-02,0.022
1.184e-02,0.016
1.192e-02,0.012
1.200e-02,0.014
1.208e-02,0.014
1.216e-02,0.01
1.224e-02,0.004
1.232e-02,0.006
1.240e-02,0.008
1.248e-02,0.002
1.256e-02,-0.004
1.264e-02,0
1.272e-02,0
1.280e-02,-0.006
1.288e-02,-0.01
1.296e-02,-0.004
1.304e-02,-0.01
1.312e-02,-0.016
1.320e-02,-0.014
1.328e-02,-0.012
1.336e-02,-0.014
1.344e-02,-0.022
1.352e-02,-0.016
1.360e-02,-0.016
1.368e-02,-0.022
1.376e-02,-0.024
1.384e-02,-0.024
1.392e-02,-0.03
1.400e-02,-0.03
1.408e-02,-0.026
1.416e-02,-0.026
1.424e-02,-0.024
1.432e-02,-0.024
1.440e-02,-0.028
1.448e-02,-0.03
1.456e-02,-0.034
1.464e-02,-0.034
1.472e-02,-0.032
1.480e-02,-0.03
1.488e-02,-0.026
1.496e-02,-0.028
1.504e-02,-0.03
1.512e-02,-0.036
1.520e-02,-0.034
1.528e-02,-0.028
1.536e-02,-0.028
1.544e-02,-0.026
1.552e-02,-0.028
1.560e-02,-0.03
1.568e-02,-0.036
1.576e-02,-0.032
1.584e-02,-0.028
1.592e-02,-0.024
1.600e-02,-0.022
1.608e-02,-0.022
1.616e-02,-0.026
1.624e-02,-0.022
1.632e-02,-0.02
1.640e-02,-0.024
1.648e-02,-0.02
1.656e-02,-0.014
1.664e-02,-0.016
1.672e-02,-0.022
1.680e-02,-0.014
1.688e-02,-0.01
1.696e-02,-0.01
1.704e-02,-0.01
1.712e-02,-0.004
1.720e-02,-0.006
1.728e-02,-0.002
1.736e-02,0
1.744e-02,-0.002
1.752e-02,-0.004
1.760e-02,0
1.768e-02,0.006
1.776e-02,0.01
1.784e-02,0.014
1.792e-02,0.012
1.800e-02,0.014
1.808e-02,0.014
1.816e-02,0.012
1.824e-02,0.016
1.832e-02,0.02
1.840e-02,0.028
1.848e-02,0.03
1.856e-02,0.028
1.864e-02,0.024
1.872e-02,0.024
1.880e-02,0.032
1.888e-02,0.038
1.896e-02,0.038
1.904e-02,0.038
1.912e-02,0.036
1.920e-02,0.034
1.928e-02,0.038
1.936e-02,0.04
1.944e-02,0.044
1.952e-02,0.042
1.960e-02,0.04
1.968e-02,0.038
1.976e-02,0.042
1.984e-02,0.042
1.992e-02,0.04
2.000e-02,0.038
2.008e-02,0.042
2.016e-02,0.042
2.024e-02,0.038
2.032e-02,0.038
2.040e-02,0.042
2.048e-02,0.042
2.056e-02,0.038
2.064e-02,0.032
2.072e-02,0.034
2.080e-02,0.038
2.088e-02,0.038
2.096e-02,0.034
2.104e-02,0.028
2.112e-02,0.028
2.120e-02,0.03
2.128e-02,0.032
2.136e-02,0.03
2.144e-02,0.026
2.152e-02,0.02
2.160e-02,0.022
2.168e-02,0.024
2.176e-02,0.022
2.184e-02,0.018
2.192e-02,0.014
2.200e-02,0.014
2.208e-02,0.014
2.216e-02,0.012
2.224e-02,0.006
2.232e-02,0.002
2.240e-02,0.006
2.248e-02,0.006
2.256e-02,0
2.264e-02,-0.006
2.272e-02,-0.004
2.280e-02,-0.004
2.288e-02,-0.008
2.296e-02,-0.012
2.304e-02,-0.012
2.312e-02,-0.008
2.320e-02,-0.012
2.328e-02,-0.016
2.336e-02,-0.018
2.344e-02,-0.014
2.352e-02,-0.016
2.360e-02,-0.022
2.368e-02,-0.024
2.376e-02,-0.02
2.384e-02,-0.022
2.392e-02,-0.026
2.400e-02,-0.03
2.408e-02,-0.026
2.416e-02,-0.028
2.424e-02,-0.03
2.432e-02,-0.026
2.440e-02,-0.028
2.448e-02,-0.03
2.456e-02,-0.032
2.464e-02,-0.036
2.472e-02,-0.036
2.480e-02,-0.038
2.488e-02,-0.036
2.496e-02,-0.032
2.504e-02,-0.03
2.512e-02,-0.03
2.520e-02,-0.03
2.528e-02,-0.028
2.536e-02,-0.03
2.544e-02,-0.03
2.552e-02,-0.036
2.560e-02,-0.032
2.568e-02,-0.028
2.576e-02,-0.028
2.584e-02,-0.032
2.592e-02,-0.032
2.600e-02,-0.026
2.608e-02,-0.022
2.616e-02,-0.024
2.624e-02,-0.028
2.632e-02,-0.026
2.640e-02,-0.018
2.648e-02,-0.018
2.656e-02,-0.018
2.664e-02,-0.022
2.672e-02,-0.014
2.680e-02,-0.012
2.688e-02,-0.012
2.696e-02,-0.012
2.704e-02,-0.01
2.712e-02,-0.004
2.720e-02,-0.002
2.728e-02,-0.004
2.736e-02,-0.006
2.744e-02,0
2.752e-02,0.004
2.760e-02,0.006
2.768e-02,0.004
2.776e-02,0.008
2.784e-02,0.012
2.792e-02,0.012
2.800e-02,0.012
2.808e-02,0.014
2.816e-02,0.02
2.824e-02,0.022
2.832e-02,0.018
2.840e-02,0.022
2.848e-02,0.026
2.856e-02,0.03
2.864e-02,0.028
2.872e-02,0.028
2.880e-02,0.034
2.888e-02,0.034
2.896e-02,0.036
2.904e-02,0.036
2.912e-02,0.032
2.920e-02,0.038
2.928e-02,0.04
2.936e-02,0.042
2.944e-02,0.04
2.952e-02,0.036
2.960e-02,0.036
2.968e-02,0.04
2.976e-02,0.044
2.984e-02,0.042
2.992e-02,0.04
3.000e-02,0.036
3.008e-02,0.042
3.016e-02,0.042
3.024e-02,0.042
3.032e-02,0.036
3.040e-02,0.04
3.048e-02,0.04
3.056e-02,0.04
3.064e-02,0.032
3.072e-02,0.034
3.080e-02,0.038
3.088e-02,0.036
3.096e-02,0.03
3.104e-02,0.028
3.112e-02,0.032
3.120e-02,0.034
3.128e-02,0.026
3.136e-02,0.024
3.144e-02,0.028
3.152e-02,0.026
3.160e-02,0.02
3.168e-02,0.022
3.176e-02,0.022
3.184e-02,0.016
3.192e-02,0.01
3.200e-02,0.016
3.208e-02,0.016
3.216e-02,0.008
3.224e-02,0.006
3.232e-02,0.002
3.240e-02,0.006
3.248e-02,0.008
3.256e-02,0.002
3.264e-02,-0.004
3.272e-02,-0.008
3.280e-02,-0.006
3.288e-02,-0.004
3.296e-02,-0.004
3.304e-02,-0.006
3.312e-02,-0.01
3.320e-02,-0.014
3.328e-02,-0.02
3.336e-02,-0.02
3.344e-02,-0.018
3.352e-02,-0.014
3.360e-02,-0.016
3.368e-02,-0.02
3.376e-02,-0.024
3.384e-02,-0.026
3.392e-02,-0.022
3.400e-02,-0.02
3.408e-02,-0.024
3.416e-02,-0.028
3.424e-02,-0.034
3.432e-02,-0.03
3.440e-02,-0.024
3.448e-02,-0.026
3.456e-02,-0.03
3.464e-02,-0.036
3.472e-02,-0.032
3.480e-02,-0.03
3.488e-02,-0.03
3.496e-02,-0.032
3.504e-02,-0.036
3.512e-02,-0.03
3.520e-02,-0.03
3.528e-02,-0.03
3.536e-02,-0.036
3.544e-02,-0.032
3.552e-02,-0.03
3.560e-02,-0.028
3.568e-02,-0.03
3.576e-02,-0.032
3.584e-02,-0.026
3.592e-02,-0.026
3.600e-02,-0.03
3.608e-02,-0.028
3.616e-02,-0.024
3.624e-02,-0.024
3.632e-02,-0.028
3.640e-02,-0.024
3.648e-02,-0.02
3.656e-02,-0.02
3.664e-02,-0.024
3.672e-02,-0.018
3.680e-02,-0.01
3.688e-02,-0.01
3.696e-02,-0.014
3.704e-02,-0.016
3.712e-02,-0.008
3.720e-02,-0.004
3.728e-02,-0.002
3.736e-02,-0.002
3.744e-02,-0.004
3.752e-02,-0.004
3.760e-02,0.002
3.768e-02,0.008
3.776e-02,0.012
3.784e-02,0.01
3.792e-02,0.01
3.800e-02,0.008
3.808e-02,0.012
3.816e-02,0.024
3.824e-02,0.022
3.832e-02,0.016
3.840e-02,0.02
3.848e-02,0.028
3.856e-02,0.028
3.864e-02,0.022
3.872e-02,0.03
3.880e-02,0.034
3.888e-02,0.034
3.896e-02,0.032
3.904e-02,0.038
3.912e-02,0.04
3.920e-02,0.038
3.928e-02,0.032
3.936e-02,0.032
3.944e-02,0.04
3.952e-02,0.042
3.960e-02,0.044
3.968e-02,0.044
3.976e-02,0.038
3.984e-02,0.036
3.992e-02,0.042
4.000e-02,0.044
4.008e-02,0.044
4.016e-02,0.042
4.024e-02,0.038
4.032e-02,0.034
4.040e-02,0.038
4.048e-02,0.044
4.056e-02,0.042
4.064e-02,0.036
4.072e-02,0.036
4.080e-02,0.038
4.088e-02,0.036
4.096e-02,0.032
4.104e-02,0.032
4.112e-02,0.034
4.120e-02,0.032
4.128e-02,0.026
4.136e-02,0.026
4.144e-02,0.03
4.152e-02,0.026
4.160e-02,0.018
4.168e-02,0.018
4.176e-02,0.018
4.184e-02,0.014
4.192e-02,0.01
4.200e-02,0.01
4.208e-02,0.012
4.216e-02,0.01
4.224e-02,0.01
4.232e-02,0.01
4.240e-02,0.01
4.248e-02,0.004
4.256e-02,0.002
4.264e-02,0
4.272e-02,-0.002
4.280e-02,-0.008
4.288e-02,0
4.296e-02,-0.004
4.304e-02,-0.012
4.312e-02,-0.014
4.320e-02,-0.01
4.328e-02,-0.016
4.336e-02,-0.02
4.344e-02,-0.018
4.352e-02,-0.02
4.360e-02,-0.024
4.368e-02,-0.02
4.376e-02,-0.02
4.384e-02,-0.028
4.392e-02,-0.026
4.400e-02,-0.024
4.408e-02,-0.032
4.416e-02,-0.03
4.424e-02,-0.028
4.432e-02,-0.032
4.440e-02,-0.034
4.448e-02,-0.03
4.456e-02,-0.03
4.464e-02,-0.038
4.472e-02,-0.032
4.480e-02,-0.03
4.488e-02,-0.038
4.496e-02,-0.034
4.504e-02,-0.03
4.512e-02,-0.032
4.520e-02,-0.036
4.528e-02,-0.03
4.536e-02,-0.03
4.544e-02,-0.036
4.552e-02,-0.03
4.560e-02,-0.03
4.568e-02,-0.036
4.576e-02,-0.032
4.584e-02,-0.028
4.592e-02,-0.03
4.600e-02,-0.03
4.608e-02,-0.026
4.616e-02,-0.028
4.624e-02,-0.032
4.632e-02,-0.03
4.640e-02,-0.024
4.648e-02,-0.02
4.656e-02,-0.018
4.664e-02,-0.022
4.672e-02,-0.016
4.680e-02,-0.012
4.688e-02,-0.012
4.696e-02,-0.012
4.704e-02,-0.014
4.712e-02,-0.006
4.720e-02,-0.002
4.728e-02,-0.004
4.736e-02,-0.004
4.744e-02,0
4.752e-02,0.004
4.760e-02,0.006
4.768e-02,0.006
4.776e-02,0.006
4.784e-02,0.01
4.792e-02,0.012
4.800e-02,0.014
4.808e-02,0.012
4.816e-02,0.02
4.824e-02,0.024
4.832e-02,0.02
4.840e-02,0.018
4.848e-02,0.028
4.856e-02,0.03
4.864e-02,0.028
4.872e-02,0.026
4.880e-02,0.032
4.888e-02,0.034
4.896e-02,0.028
4.904e-02,0.036
4.912e-02,0.04
4.920e-02,0.038
4.928e-02,0.034
4.936e-02,0.04
4.944e-02,0.042
4.952e-02,0.036
4.960e-02,0.03
4.968e-02,0.038
4.976e-02,0.042
4.984e-02,0.042
4.992e-02,0.046
5.000e-02,0.044
5.008e-02,0.042
5.016e-02,0.042
5.024e-02,0.04
5.032e-02,0.036
5.040e-02,0.034
5.048e-02,0.036
5.056e-02,0.034
5.064e-02,0.036
5.072e-02,0.036
5.080e-02,0.038
5.088e-02,0.038
5.096e-02,0.036
5.104e-02,0.034
5.112e-02,0.034
5.120e-02,0.03
5.128e-02,0.026
5.136e-02,0.024
5.144e-02,0.02
5.152e-02,0.02
5.160e-02,0.022
5.168e-02,0.024
5.176e-02,0.024
5.184e-02,0.022
5.192e-02,0.02
5.200e-02,0.016
5.208e-02,0.012
5.216e-02,0.008
5.224e-02,0.002
5.232e-02,0
5.240e-02,0.004
5.248e-02,0.004
5.256e-02,0.002
5.264e-02,0.002
5.272e-02,0.002
5.280e-02,-0.002
5.288e-02,-0.008
5.296e-02,-0.012
5.304e-02,-0.014
5.312e-02,-0.014
5.320e-02,-0.014
5.328e-02,-0.012
5.336e-02,-0.01
5.344e-02,-0.012
5.352e-02,-0.016
5.360e-02,-0.02
5.368e-02,-0.026
5.376e-02,-0.026
5.384e-02,-0.024
5.392e-02,-0.024
5.400e-02,-0.022
5.408e-02,-0.022
5.416e-02,-0.024
5.424e-02,-0.03
5.432e-02,-0.034
5.440e-02,-0.034
5.448e-02,-0.03
5.456e-02,-0.028
5.464e-02,-0.026
5.472e-02,-0.028
5.480e-02,-0.03
5.488e-02,-0.036
5.496e-02,-0.036
5.504e-02,-0.032
5.512e-02,-0.03
5.520e-02,-0.03
5.528e-02,-0.032
5.536e-02,-0.036
5.544e-02,-0.038
5.552e-02,-0.038
5.560e-02,-0.034
5.568e-02,-0.026
5.576e-02,-0.03
5.584e-02,-0.034
5.592e-02,-0.024
5.600e-02,-0.024
5.608e-02,-0.03
5.616e-02,-0.026
5.624e-02,-0.022
5.632e-02,-0.022
5.640e-02,-0.024
5.648e-02,-0.02
5.656e-02,-0.018
5.664e-02,-0.024
5.672e-02,-0.016
5.680e-02,-0.02
5.688e-02,-0.012
5.696e-02,-0.008
5.704e-02,-0.008
5.712e-02,-0.006
5.720e-02,-0.006
5.728e-02,-0.006
5.736e-02,-0.006
5.744e-02,-0.004
5.752e-02,0
5.760e-02,0.004
5.768e-02,0.006
5.776e-02,0.01
5.784e-02,0.014
5.792e-02,0.012
5.800e-02,0.012
5.808e-02,0.016
5.816e-02,0.016
5.824e-02,0.014
5.832e-02,0.016
5.840e-02,0.022
5.848e-02,0.026
5.856e-02,0.028
5.864e-02,0.032
5.872e-02,0.032
5.880e-02,0.032
5.888e-02,0.032
5.896e-02,0.032
5.904e-02,0.032
5.912e-02,0.034
5.920e-02,0.038
5.928e-02,0.042
5.936e-02,0.04
5.944e-02,0.04
5.952e-02,0.04
5.960e-02,0.038
5.968e-02,0.038
5.976e-02,0.04
5.984e-02,0.044
5.992e-02,0.044
6.000e-02,0.042
6.008e-02,0.04
6.016e-02,0.038
6.024e-02,0.034
6.032e-02,0.04
6.040e-02,0.044
6.048e-02,0.042
6.056e-02,0.04
6.064e-02,0.036
6.072e-02,0.034
6.080e-02,0.036
6.088e-02,0.038
6.096e-02,0.036
6.104e-02,0.032
6.112e-02,0.028
6.120e-02,0.03
6.128e-02,0.032
6.136e-02,0.032
6.144e-02,0.028
6.152e-02,0.022
6.160e-02,0.018
6.168e-02,0.024
6.176e-02,0.022
6.184e-02,0.016
6.192e-02,0.012
6.200e-02,0.016
6.208e-02,0.016
6.216e-02,0.01
6.224e-02,0.004
6.232e-02,0.004
6.240e-02,0.006
6.248e-02,0.004
6.256e-02,-0.002
6.264e-02,-0.002
6.272e-02,0
6.280e-02,-0.002
6.288e-02,-0.008
6.296e-02,-0.006
6.304e-02,-0.006
6.312e-02,-0.014
6.320e-02,-0.016
6.328e-02,-0.014
6.336e-02,-0.016
6.344e-02,-0.022
6.352e-02,-0.018
6.360e-02,-0.02
6.368e-02,-0.024
6.376e-02,-0.024
6.384e-02,-0.024
6.392e-02,-0.028
6.400e-02,-0.022
6.408e-02,-0.024
6.416e-02,-0.028
6.424e-02,-0.032
6.432e-02,-0.034
6.440e-02,-0.034
6.448e-02,-0.034
6.456e-02,-0.03
6.464e-02,-0.028
6.472e-02,-0.03
6.480e-02,-0.032
6.488e-02,-0.032
6.496e-02,-0.034
6.504e-02,-0.038
6.512e-02,-0.04
6.520e-02,-0.036
6.528e-02,-0.032
6.536e-02,-0.032
6.544e-02,-0.03
6.552e-02,-0.03
6.560e-02,-0.03
6.568e-02,-0.032
6.576e-02,-0.036
6.584e-02,-0.034
6.592e-02,-0.03
6.600e-02,-0.026
6.608e-02,-0.024
6.616e-02,-0.026
6.624e-02,-0.026
6.632e-02,-0.024
6.640e-02,-0.026
6.648e-02,-0.022
6.656e-02,-0.018
6.664e-02,-0.016
6.672e-02,-0.018
6.680e-02,-0.02
6.688e-02,-0.02
6.696e-02,-0.012
6.704e-02,-0.008
6.712e-02,-0.006
6.720e-02,-0.006
6.728e-02,-0.006
6.736e-02,-0.008
6.744e-02,0
6.752e-02,0.006
6.760e-02,0.004
6.768e-02,0.002
6.776e-02,0.008
6.784e-02,0.012
6.792e-02,0.01
6.800e-02,0.008
6.808e-02,0.016
6.816e-02,0.018
6.824e-02,0.018
6.832e-02,0.016
6.840e-02,0.024
6.848e-02,0.026
6.856e-02,0.026
6.864e-02,0.022
6.872e-02,0.026
6.880e-02,0.034
6.888e-02,0.036
6.896e-02,0.036
6.904e-02,0.036
6.912e-02,0.034
6.920e-02,0.032
6.928e-02,0.034
6.936e-02,0.04
6.944e-02,0.044
6.952e-02,0.042
6.960e-02,0.042
6.968e-02,0.04
6.976e-02,0.038
6.984e-02,0.044
6.992e-02,0.044
7.000e-02,0.038
7.008e-02,0.036
7.016e-02,0.042
7.024e-02,0.042
7.032e-02,0.036
7.040e-02,0.038
7.048e-02,0.04
7.056e-02,0.04
7.064e-02,0.034
7.072e-02,0.036
7.080e-02,0.038
7.088e-02,0.036
7.096e-02,0.026
7.104e-02,0.026
7.112e-02,0.034
7.120e-02,0.034
7.128e-02,0.034
7.136e-02,0.03
7.144e-02,0.026
7.152e-02,0.022
7.160e-02,0.018
7.168e-02,0.022
7.176e-02,0.022
7.184e-02,0.02
7.192e-02,0.022
7.200e-02,0.018
7.208e-02,0.012
7.216e-02,0.008
7.224e-02,0.004
7.232e-02,0.004
7.240e-02,0.002
7.248e-02,0.004
7.256e-02,0.004
7.264e-02,0.002
7.272e-02,0.002
7.280e-02,0
7.288e-02,-0.004
7.296e-02,-0.004
7.304e-02,-0.008
7.312e-02,-0.012
7.320e-02,-0.014
7.328e-02,-0.016
7.336e-02,-0.006
7.344e-02,-0.01
7.352e-02,-0.02
7.360e-02,-0.02
7.368e-02,-0.016
7.376e-02,-0.022
7.384e-02,-0.026
7.392e-02,-0.022
7.400e-02,-0.022
7.408e-02,-0.03
7.416e-02,-0.026
7.424e-02,-0.026
7.432e-02,-0.032
7.440e-02,-0.03
7.448e-02,-0.032
7.456e-02,-0.03
7.464e-02,-0.03
7.472e-02,-0.034
7.480e-02,-0.03
7.488e-02,-0.028
7.496e-02,-0.028
7.504e-02,-0.036
7.512e-02,-0.036
7.520e-02,-0.03
7.528e-02,-0.028
7.536e-02,-0.03
7.544e-02,-0.036
7.552e-02,-0.032
7.560e-02,-0.03
7.568e-02,-0.028
7.576e-02,-0.03
7.584e-02,-0.032
7.592e-02,-0.026
7.600e-02,-0.024
7.608e-02,-0.026
7.616e-02,-0.03
7.624e-02,-0.026
7.632e-02,-0.022
7.640e-02,-0.022
7.648e-02,-0.024
7.656e-02,-0.024
7.664e-02,-0.016
7.672e-02,-0.014
7.680e-02,-0.016
7.688e-02,-0.018
7.696e-02,-0.012
7.704e-02,-0.008
7.712e-02,-0.01
7.720e-02,-0.008
7.728e-02,-0.002
7.736e-02,0
7.744e-02,-0.004
7.752e-02,0
7.760e-02,0.006
7.768e-02,0.006
7.776e-02,0.004
7.784e-02,0.008
7.792e-02,0.01
7.800e-02,0.014
7.808e-02,0.018
7.816e-02,0.016
7.824e-02,0.016
7.832e-02,0.016
7.840e-02,0.022
7.848e-02,0.026
7.856e-02,0.03
7.864e-02,0.03
7.872e-02,0.03
7.880e-02,0.028
7.888e-02,0.028
7.896e-02,0.034
7.904e-02,0.04
7.912e-02,0.042
7.920e-02,0.034
7.928e-02,0.038
7.936e-02,0.042
7.944e-02,0.038
7.952e-02,0.036
7.960e-02,0.044
7.968e-02,0.042
7.976e-02,0.036
7.984e-02,0.04
7.992e-02,0.04
8.000e-02,0.038
8.008e-02,0.038
8.016e-02,0.042
8.024e-02,0.036
8.032e-02,0.04
8.040e-02,0.042
8.048e-02,0.04
8.056e-02,0.036
8.064e-02,0.032
8.072e-02,0.032
8.080e-02,0.032
8.088e-02,0.034
8.096e-02,0.036
8.104e-02,0.036
8.112e-02,0.034
8.120e-02,0.032
8.128e-02,0.03
8.136e-02,0.026
8.144e-02,0.02
8.152e-02,0.024
8.160e-02,0.024
8.168e-02,0.024
8.176e-02,0.022
8.184e-02,0.018
8.192e-02,0.014
8.200e-02,0.008
8.208e-02,0.01
8.216e-02,0.012
8.224e-02,0.01
8.232e-02,0.008
8.240e-02,0.008
8.248e-02,0.002
8.256e-02,-0.002
8.264e-02,-0.008
8.272e-02,-0.008
8.280e-02,-0.004
8.288e-02,-0.004
8.296e-02,-0.006
8.304e-02,-0.004
8.312e-02,-0.008
8.320e-02,-0.01
8.328e-02,-0.012
8.336e-02,-0.014
8.344e-02,-0.018
8.352e-02,-0.024
8.360e-02,-0.026
8.368e-02,-0.028
8.376e-02,-0.028
8.384e-02,-0.024
8.392e-02,-0.02
8.400e-02,-0.024
8.408e-02,-0.032
8.416e-02,-0.03
8.424e-02,-0.026
8.432e-02,-0.026
8.440e-02,-0.03
8.448e-02,-0.036
8.456e-02,-0.034
8.464e-02,-0.032
8.472e-02,-0.032
8.480e-02,-0.034
8.488e-02,-0.038
8.496e-02,-0.034
8.504e-02,-0.03
8.512e-02,-0.032
8.520e-02,-0.038
8.528e-02,-0.038
8.536e-02,-0.032
8.544e-02,-0.028
8.552e-02,-0.034
8.560e-02,-0.034
8.568e-02,-0.032
8.576e-02,-0.03
8.584e-02,-0.03
8.592e-02,-0.034
8.600e-02,-0.028
8.608e-02,-0.024
8.616e-02,-0.028
8.624e-02,-0.03
8.632e-02,-0.024
8.640e-02,-0.022
8.648e-02,-0.026
8.656e-02,-0.024
8.664e-02,-0.018
8.672e-02,-0.018
8.680e-02,-0.022
8.688e-02,-0.014
8.696e-02,-0.012

