x0000,y0000
0.,3.702113
1.,3.693232
2.,3.67966
3.,3.70537
4.,3.679899
5.,3.712059
6.,3.701592
7.,3.710864
8.,3.685262
9.,3.699247
10.,3.706999
11.,3.7173570000
12.,3.707455
13.,3.67321
14.,3.731624
15.,3.7219610000
16.,3.681267
17.,3.700419
18.,3.6989430000
19.,3.695751
20.,3.693927
21.,3.678552
22.,3.689736
23.,3.715316
24.,3.702678
25.,3.703199
26.,3.701939
27.,3.695685
28.,3.694773
29.,3.673753
30.,3.713188
31.,3.683894
32.,3.702374
33.,3.682287
34.,3.696467
35.,3.688541
36.,3.659986
37.,3.697488
38.,3.721744
39.,3.6857830000
40.,3.728063
41.,3.696098
42.,3.704263
43.,3.7110160000
44.,3.716206
45.,3.683243
46.,3.72081
47.,3.706869
48.,3.696315
49.,3.680463
50.,3.697575
51.,3.737704
52.,3.667217
53.,3.688063
54.,3.7000290000
55.,3.705045
56.,3.728367
57.,3.71093
58.,3.683286
59.,3.705522
60.,3.70068
61.,3.722287
62.,3.680572
63.,3.715012
64.,3.702569
65.,3.691408
66.,3.714078
67.,3.685762
68.,3.699833
69.,3.708085
70.,3.6972490000
71.,3.695273
72.,3.698443
73.,3.686283
74.,3.6918200000
75.,3.701787
76.,3.682504
77.,3.700463
78.,3.686
79.,3.698009
80.,3.715164
81.,3.706217
82.,3.706652
83.,3.719529
84.,3.673297
85.,3.680355
86.,3.695707
87.,3.6961630000
88.,3.684415
89.,3.6797470000
90.,3.703568
91.,3.680159
92.,3.688215
93.,3.6857830000
94.,3.696467
95.,3.7307550000
96.,3.709171
97.,3.696554
98.,3.704632
99.,3.690648
100.,3.717531
101.,3.703351
102.,3.696228
103.,3.718421
104.,3.7038290000
105.,3.697879
106.,3.685957
107.,3.676728
108.,3.7056530000
109.,3.688498
110.,3.672016
111.,3.717792
112.,3.68524
113.,3.705045
114.,3.705066
115.,3.707303
116.,3.705718
117.,3.712623
118.,3.691538
119.,3.674405
120.,3.6900180000
121.,3.6897140000
122.,3.7227430000
123.,3.713883
124.,3.731646
125.,3.688845
126.,3.693167
