
TIME STEP:
125 = 0.2ms

VOLTAGE STEP:
CH1:  32 = 1V~
CH2:  32 = 1V
GND	37	127
N	CH1	CH2

0	157	65
1	154	64
2	151	64
3	149	64
4	145	63
5	142	64
6	139	64
7	135	63
8	133	63
9	129	63
10	125	63
11	122	63
12	117	62
13	114	63
14	111	63
15	107	63
16	103	63
17	99	62
18	96	63
19	91	62
20	88	62
21	84	62
22	80	63
23	77	62
24	73	62
25	69	62
26	65	63
27	61	62
28	57	63
29	53	62
30	50	62
31	46	62
32	43	63
33	39	63
34	35	63
35	32	63
36	29	63
37	26	63
38	23	62
39	19	63
40	16	63
41	13	63
42	11	63
43	8	63
44	6	63
45	3	63
46	1	63
47	0	64
48	0	64
49	0	64
50	0	64
51	0	64
52	0	64
53	0	65
54	0	65
55	0	65
56	0	65
57	0	65
58	0	65
59	0	65
60	0	66
61	0	66
62	0	67
63	0	67
64	0	67
65	0	67
66	0	67
67	0	67
68	0	67
69	0	67
70	0	68
71	0	68
72	0	68
73	0	68
74	0	69
75	0	69
76	0	69
77	0	69
78	0	69
79	0	70
80	0	70
81	0	70
82	0	70
83	0	70
84	0	70
85	1	70
86	2	71
87	4	71
88	6	71
89	8	71
90	11	71
91	14	71
92	16	71
93	18	72
94	21	71
95	24	72
96	27	72
97	29	72
98	32	72
99	35	72
100	38	72
101	41	72
102	44	72
103	47	72
104	49	72
105	53	72
106	55	72
107	59	73
108	61	72
109	64	72
110	67	72
111	71	72
112	73	72
113	76	72
114	79	72
115	82	72
116	84	72
117	87	72
118	89	71
119	92	72
120	95	72
121	97	72
122	100	71
123	102	71
124	105	71
125	107	71
126	108	71
127	111	71
128	113	71
129	115	71
130	117	71
131	119	71
132	120	71
133	122	70
134	123	71
135	125	70
136	126	71
137	127	70
138	128	70
139	129	70
140	130	70
141	131	69
142	131	70
143	132	70
144	133	69
145	133	69
146	133	69
147	134	69
148	133	68
149	134	68
150	134	68
151	134	68
152	133	68
153	133	68
154	132	68
155	132	67
156	131	67
157	130	67
158	129	67
159	129	67
160	128	67
161	127	67
162	125	66
163	124	67
164	123	66
165	121	66
166	120	66
167	119	66
168	117	67
169	115	65
170	113	66
171	112	66
172	110	65
173	108	65
174	106	65
175	104	65
176	102	65
177	100	65
178	98	65
179	96	65
180	93	65
181	92	64
182	89	64
183	87	64
184	85	65
185	82	65
186	80	65
187	78	65
188	75	65
189	73	64
190	71	64
191	69	65
192	67	64
193	64	64
194	61	64
195	59	64
196	57	64
197	55	64
198	53	64
199	51	64
200	49	65
201	47	65
202	45	64
203	43	65
204	42	64
205	40	65
206	37	65
207	36	65
208	34	65
209	32	65
210	31	65
211	29	65
212	28	65
213	26	65
214	25	66
215	24	65
216	23	65
217	22	66
218	20	66
219	19	66
220	18	66
221	18	66
222	17	67
223	17	66
224	16	67
225	15	67
226	15	67
227	15	67
228	14	67
229	14	67
230	13	67
231	14	67
232	14	68
233	14	67
234	14	68
235	14	68
236	15	68
237	15	68
238	15	68
239	16	68
240	16	68
241	17	68
242	18	68
243	19	68
244	20	69
245	20	69
246	21	69
247	22	69
248	24	69
249	25	69
250	26	69
251	27	70
252	28	69
253	29	70
254	31	70
255	33	69
256	34	70
257	35	70
258	37	70
259	39	69
260	40	70
261	41	70
262	43	70
263	45	71
264	47	70
265	49	70
266	50	71
267	52	71
268	54	71
269	55	71
270	57	70
271	59	70
272	61	70
273	63	70
274	64	70
275	66	71
276	68	70
277	69	71
278	71	70
279	73	70
280	75	70
281	77	70
282	78	70
283	80	70
284	81	70
285	83	70
286	84	70
287	85	71
288	87	70
289	89	71
290	90	71
291	91	70
292	93	71
293	94	70
294	95	70
295	96	70
296	97	70
297	97	70
298	99	70
299	99	69
300	101	69
301	101	69
302	102	69
303	103	69
304	104	69
305	104	69
306	105	69
307	105	69
308	105	69
309	105	69
310	105	68
311	106	68
312	106	68
313	105	68
314	106	68
315	106	68
316	105	68
317	106	68
318	105	68
319	105	67
320	105	68
321	105	67
322	104	67
323	104	67
324	103	67
325	102	67
326	101	67
327	101	67
328	101	67
329	99	67
330	98	67
331	97	67
332	97	67
333	96	67
334	95	67
335	94	66
336	93	66
337	91	66
338	91	66
339	89	66
340	88	67
341	87	66
342	86	67
343	84	67
344	83	66
345	82	66
346	81	66
347	79	66
348	78	65
349	77	66
350	74	66
351	73	66
352	72	65
353	71	66
354	69	65
355	68	65
356	66	65
357	65	66
358	64	65
359	63	66
360	61	65
361	60	66
362	59	65
363	57	66
364	56	65
365	55	66
366	54	66
367	53	65
368	52	66
369	50	66
370	49	66
371	48	66
372	47	66
373	46	66
374	45	66
375	45	66
376	43	66
377	43	66
378	41	67
379	41	66
380	40	67
381	40	67
382	39	67
383	38	67
384	37	67
385	37	67
386	36	67
387	37	67
388	36	67
389	35	67
390	35	67
391	35	67
392	35	67
393	34	68
394	35	67
395	35	67
396	35	68
397	35	68
398	35	68
399	35	68
400	35	68
401	35	68
402	35	68
403	36	68
404	36	68
405	37	68
406	37	68
407	37	68
408	37	68
409	39	68
410	39	68
411	40	68
412	41	68
413	41	69
414	42	68
415	43	69
416	43	69
417	45	69
418	45	69
419	46	69
420	47	69
421	48	69
422	49	69
423	49	68
424	51	69
425	52	69
426	53	69
427	53	69
428	55	69
429	56	70
430	57	69
431	58	69
432	59	69
433	61	69
434	61	69
435	63	70
436	63	69
437	65	69
438	65	70
439	67	69
440	68	69
441	69	69
442	70	70
443	71	70
444	71	69
445	73	69
446	73	69
447	75	69
448	76	69
449	77	69
450	77	70
451	79	70
452	79	69
453	80	69
454	81	69
455	82	69
456	82	69
457	83	69
458	84	69
459	85	69
460	85	69
461	85	69
462	86	69
463	87	69
464	87	69
465	88	69
466	88	68
467	89	68
468	88	68
469	89	68
470	89	68
471	89	68
472	90	68
473	90	68
474	90	68
475	90	68
476	90	68
477	90	69
478	90	68
479	90	68
480	90	68
481	90	68
482	89	68
483	89	68
484	89	67
485	89	67
486	89	67
487	88	67
488	89	67
489	88	67
490	87	67
491	87	68
492	86	67
493	85	67
494	85	67
495	84	67
496	84	67
497	83	67
498	83	67
499	82	67
500	81	67
501	81	67
502	80	67
503	79	67
504	79	67
505	78	67
506	77	67
507	76	67
508	75	67
509	75	67
510	74	67
511	73	67
512	72	67
513	71	67
514	70	67
515	70	67
516	69	67
517	68	66
518	67	67
519	67	67
520	65	67
521	65	66
522	64	67
523	63	66
524	62	67
525	61	67
526	60	67
527	60	66
528	59	67
529	58	67
530	57	67
531	57	67
532	57	67
533	55	67
534	54	67
535	54	67
536	54	67
537	53	67
538	53	67
539	52	67
540	52	67
541	51	67
542	51	67
543	50	67
544	50	67
545	49	67
546	49	67
547	49	67
548	49	67
549	48	67
550	48	67
551	48	67
552	48	68
553	47	67
554	47	68
555	47	67
556	47	68
557	47	67
558	47	68
559	47	67
560	47	67
561	47	68
562	47	68
563	47	67
564	47	68
565	48	68
566	48	68
567	48	68
568	49	68
569	49	68
570	49	68
571	49	68
572	50	68
573	50	68
574	51	68
575	51	68
576	51	68
577	52	68
578	52	68
579	53	68
580	53	69
581	53	68
582	55	69
583	55	69
584	55	68
585	56	68
586	57	68
587	57	69
588	58	68
589	58	68
590	59	68
591	59	69
592	60	68
593	61	69
594	61	69
595	62	69
596	62	69
597	63	69
598	64	68
599	65	68
600	65	68
601	66	69
602	67	69
603	67	68
604	68	68
605	69	68
606	69	69
607	69	69
608	71	68
609	71	68
610	71	69
611	72	69
612	73	69
613	73	69
614	73	69
615	74	69
616	75	68
617	75	68
618	76	69
619	77	68
620	77	69
621	77	68
622	78	68
623	77	68
624	78	68
625	78	68
626	79	68
627	79	68
628	79	68
629	79	68
630	80	68
631	80	68
632	81	68
633	80	68
634	81	68
635	81	68
636	81	68
637	81	68
638	81	68
639	81	68
640	81	68
641	81	68
642	80	68
643	81	68
644	81	68
645	80	68
646	81	68
647	80	68
648	80	68
649	79	68
650	79	68
651	79	67
652	79	68
653	79	68
654	78	67
655	78	68
656	78	67
657	77	67
658	77	67
659	77	67
660	77	67
661	76	67
662	75	67
663	75	68
664	74	67
665	74	67
666	73	67
667	73	67
668	72	67
669	72	67
670	72	67
671	71	67
672	71	67
673	70	67
674	69	67
675	69	67
676	68	67
677	68	67
678	67	67
679	67	67
680	66	67
681	66	67
682	66	67
683	65	67
684	64	67
685	64	67
686	64	67
687	63	67
688	63	67
689	62	67
690	61	67
691	61	67
692	61	67
693	60	67
694	60	67
695	60	67
696	59	67
697	59	66
698	58	67
699	58	67
700	58	67
701	57	67
702	57	67
703	57	67
704	57	67
705	56	67
706	55	68
707	55	67
708	55	67
709	55	67
710	55	67
711	55	67
712	55	68
713	55	68
714	54	68
715	55	68
716	54	68
717	54	67
718	54	68
719	55	68
720	54	68
721	54	68
722	54	68
723	55	68
724	54	68
725	54	68
726	55	68
727	55	68
728	55	68
729	55	68
730	55	68
731	55	68
732	56	68
733	56	68
734	56	68
735	56	68
736	56	68
737	57	68
738	57	68
739	57	68
740	57	68
741	58	69
742	58	68
743	58	68
744	59	68
745	59	68
746	59	69
747	60	68
748	61	68
749	60	68
750	61	68
751	61	68
752	62	68
753	63	68
754	63	68
755	63	68
756	63	68
757	64	68
758	64	68
759	65	68
760	65	68
761	65	68
762	66	68
763	66	69
764	67	68
765	67	68
766	67	68
767	67	68
768	68	68
769	68	68
770	68	68
771	69	68
772	70	68
773	70	69
774	71	68
775	71	68
776	71	68
777	71	68
778	72	68
779	72	68
780	72	68
781	72	69
782	72	68
783	73	68
784	73	68
785	73	68
786	73	68
787	73	68
788	74	68
789	73	68
790	74	68
791	74	68
792	75	68
793	75	68
794	75	68
795	75	68
796	75	68
797	75	67
798	75	68
799	75	68
800	75	68
801	75	68
802	75	68
803	75	68
804	75	68
805	75	68
806	75	68
807	75	68
808	74	68
809	74	68
810	75	68
811	74	67
812	74	67
813	74	68
814	73	68
815	73	67
816	73	68
817	73	67
818	73	67
819	72	67
820	73	68
821	72	67
822	72	67
823	72	68
824	71	68
825	71	67
826	71	67
827	71	67
828	70	68
829	70	68
830	69	68
831	69	67
832	69	67
833	69	67
834	68	67
835	68	67
836	68	67
837	67	67
838	67	67
839	67	67
840	67	68
841	66	67
842	66	67
843	65	67
844	65	67
845	65	68
846	65	67
847	64	67
848	64	67
849	64	67
850	63	67
851	63	67
852	63	67
853	63	67
854	63	67
855	62	68
856	62	67
857	62	67
858	61	68
859	61	68
860	61	67
861	61	67
862	61	67
863	60	68
864	61	68
865	60	67
866	60	67
867	59	68
868	59	67
869	59	67
870	59	68
871	59	68
872	59	67
873	59	67
874	59	68
875	59	68
876	59	68
877	59	68
878	59	68
879	58	68
880	58	67
881	58	67
882	59	68
883	59	68
884	59	68
885	59	68
886	59	68
887	59	68
888	59	68
889	59	68
890	59	68
891	59	68
892	60	68
893	59	68
894	59	68
895	59	68
896	60	68
897	60	68
898	60	68
899	60	68
900	61	68
901	61	68
902	61	68
903	61	68
904	61	68
905	61	68
906	61	68
907	62	68
908	62	68
909	62	68
910	63	68
911	63	68
912	63	68
913	63	68
914	63	68
915	64	68
916	64	68
917	65	68
918	64	68
919	65	68
920	65	68
921	65	68
922	65	68
923	66	68
924	66	68
925	66	68
926	66	68
927	66	68
928	67	68
929	68	68
930	68	68
931	68	68
