x0000,y0000
334.,4828.9391
335.,4828.937
336.,4828.9327
337.,4828.9316
338.,4828.9316
339.,4828.9305
340.,4828.9252
341.,4828.9252
342.,4828.9219
343.,4828.9219
344.,4828.923
345.,4828.923
346.,4828.9219
347.,4828.9187
348.,4828.9155
349.,4828.9144
350.,4828.9123
351.,4828.9112
352.,4828.9048
353.,4828.9016
354.,4828.8994
355.,4828.8984
356.,4828.8887
357.,4828.8887
358.,4828.8898
359.,4828.8866
360.,4828.8812
361.,4828.8823
362.,4828.8812
363.,4828.8866
364.,4828.8823
365.,4828.8812
366.,4828.8855
367.,4828.8844
368.,4828.8866
369.,4828.8812
370.,4828.8833
371.,4828.8855
372.,4828.8919
373.,4828.893
374.,4828.8898
375.,4828.8962
376.,4828.8951
377.,4828.8962
378.,4828.9005
379.,4828.9048
380.,4828.9048
381.,4828.9059
382.,4828.9134
383.,4828.9166
384.,4828.9198
385.,4828.9219
386.,4828.9209
387.,4828.9241
388.,4828.9252
389.,4828.9273
390.,4828.9305
391.,4828.9337
392.,4828.9294
393.,4828.9337
394.,4828.9391
395.,4828.9348
396.,4828.9402
397.,4828.9391
398.,4828.9455
399.,4828.9445
400.,4828.9466
401.,4828.9541
402.,4828.9552
403.,4828.9584
404.,4828.9627
405.,4828.9638
406.,4828.9681
407.,4828.9702
408.,4828.9702
409.,4828.9713
410.,4828.9756
411.,4828.9745
412.,4828.9734
413.,4828.9745
414.,4828.9756
415.,4828.9745
416.,4828.9766
417.,4828.9766
418.,4828.982
419.,4828.9777
420.,4828.9809
421.,4828.9809
422.,4828.9852
423.,4828.9831
424.,4828.9852
425.,4828.9852
426.,4828.9927
427.,4828.9895
428.,4828.9906
429.,4828.9938
430.,4828.9916
431.,4828.9895
432.,4828.9884
433.,4828.9841
434.,4828.9745
435.,4828.9745
436.,4828.9627
437.,4828.9595
438.,4828.9488
439.,4828.9434
440.,4828.9359
441.,4828.9316
442.,4828.9241
443.,4828.9134
444.,4828.9101
445.,4828.9048
446.,4828.8951
447.,4828.8866
448.,4828.8844
449.,4828.8758
450.,4828.8705
451.,4828.8673
452.,4828.8598
453.,4828.8544
454.,4828.8522
455.,4828.8447
456.,4828.8426
457.,4828.8362
458.,4828.8308
459.,4828.8287
460.,4828.8244
461.,4828.819
462.,4828.8158
463.,4828.8136
464.,4828.8126
465.,4828.8008
466.,4828.7986
467.,4828.7922
468.,4828.7879
469.,4828.7847
470.,4828.7815
471.,4828.7729
472.,4828.7718
473.,4828.7665
474.,4828.7579
475.,4828.7525
476.,4828.7429
477.,4828.7439
478.,4828.7332
479.,4828.7311
480.,4828.7268
481.,4828.7161
482.,4828.7128
483.,4828.7139
484.,4828.7075
485.,4828.7
486.,4828.7043
487.,4828.6946
488.,4828.6925
489.,4828.6828
490.,4828.6828
491.,4828.6785
492.,4828.6764
493.,4828.671
494.,4828.6721
495.,4828.6657
496.,4828.6689
497.,4828.671
498.,4828.6742
499.,4828.6785
500.,4828.6817
501.,4828.6882
502.,4828.6903
503.,4828.6914
504.,4828.7
505.,4828.7075
506.,4828.7128
507.,4828.7128
508.,4828.7161
509.,4828.7182
510.,4828.7171
511.,4828.7214
512.,4828.7182
513.,4828.7182
514.,4828.7204
515.,4828.7182
516.,4828.715
517.,4828.7139
518.,4828.7128
519.,4828.7086
520.,4828.7086
521.,4828.7
522.,4828.7
523.,4828.6978
524.,4828.6968
525.,4828.6946
526.,4828.6946
527.,4828.6903
528.,4828.6882
529.,4828.685
530.,4828.6828
531.,4828.6775
532.,4828.6785
533.,4828.671
534.,4828.6721
535.,4828.67
536.,4828.6646
537.,4828.6657
